INCKEYNO,TAKIP_ID,ISEMRINO,TARIH,YIL,HAFTA,BASLANGICTARIH,BITISTARIHSAAT,DEVAM_EDIYOR,URETILENMIKTAR,FIREMIKTAR,ACIKLAMA,BRUT_SURE,MOLA,NET_SURE,AKTIVITEKODU,AKTIVITE_ADI,ARIZAKODU,ARIZA_ADI,SURE_DAHIL,HAZIRLIK,ISLEM,ARIZA,HATBOS,STDSURE_ISLEM,KONFIGURASYON_ID,STANDARTHAZIRLIK,STANDARTMIKTAR,STANDARTSURE,ADDK
3010721,904192,IE26904192,2026-06-29,2026,27,2026-06-29 19:06:06,2026-06-29 20:01:54,0,12443,174,,59.1,3.3,55.8,A02,ISLEM,,,E,0,55.8,0,14.3,52.4,1032,127,1000,4.37,201.8
3010722,904192,IE26904192,2026-06-29,2026,27,2026-06-29 20:01:54,2026-06-29 20:38:00,0,0,0,Kalıp Değişimi,38.3,2.2,36.1,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,36.1,0,55.2,1032,127,1000,4.37,165.7
3010723,904193,IE26904193,2026-06-30,2026,27,2026-06-30 19:30:00,2026-06-30 20:00:42,0,0,0,,32.5,1.8,30.7,A01,HAZIRLIK,,,E,30.7,0,0,0,69.2,1033,27.6,1000,5.047,281.7
3010724,904193,IE26904193,2026-06-30,2026,27,2026-06-30 20:00:42,2026-06-30 21:11:42,0,11839,300,,75.3,4.3,71,A02,ISLEM,,,E,0,71,0,22,76.4,1033,27.6,1000,5.047,146.9
3010725,904193,IE26904193,2026-06-30,2026,27,2026-06-30 21:11:42,2026-06-30 22:07:42,0,0,0,Kalıp Değişimi,59.4,3.4,56,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,56,0,58.8,1033,27.6,1000,5.047,254.1
3010726,904194,IE25904194,2025-08-16,2025,33,2025-08-16 14:30:00,2025-08-16 15:38:48,0,0,0,,72.9,4.1,68.8,A01,HAZIRLIK,,,E,68.8,0,0,0,28.9,1034,61.9,1000,7.008,131.2
3010727,904194,IE25904194,2025-08-16,2025,33,2025-08-16 15:38:48,2025-08-16 16:13:18,0,7920,196,,36.6,2.1,34.5,A02,ISLEM,,,E,0,34.5,0,13.4,28.9,1034,61.9,1000,7.008,222.8
3010728,904194,IE25904194,2025-08-16,2025,33,2025-08-16 16:13:18,2025-08-16 16:44:36,0,0,0,Sac Sıkışması,33.2,1.9,31.3,A03,DURMA,AR07,Sac Sıkışması,H,0,0,31.3,0,36.7,1034,61.9,1000,7.008,235.3
3010729,904195,IE25904195,2025-08-17,2025,33,2025-08-17 12:30:00,2025-08-17 13:15:06,0,0,0,,47.8,2.7,45.1,A01,HAZIRLIK,,,E,45.1,0,0,0,25,1035,40.6,1000,9.016,319.1
3010730,904195,IE25904195,2025-08-17,2025,33,2025-08-17 13:15:06,2025-08-17 13:44:36,0,7853,188,,31.3,1.8,29.5,A02,ISLEM,,,E,0,29.5,0,46.6,31.9,1035,40.6,1000,9.016,161
3010731,904195,IE25904195,2025-08-17,2025,33,2025-08-17 13:44:36,2025-08-17 14:32:12,0,0,0,Kalıp Değişimi,50.5,2.9,47.6,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,47.6,0,24.4,1035,40.6,1000,9.016,277.3
3010732,904196,IE25904196,2025-08-18,2025,34,2025-08-18 19:00:00,2025-08-18 19:29:18,0,0,0,,31.1,1.8,29.3,A01,HAZIRLIK,,,E,29.3,0,0,0,31,1036,26.4,1000,9.005,168.8
3010733,904196,IE25904196,2025-08-18,2025,34,2025-08-18 19:29:18,2025-08-18 20:00:48,0,8126,249,,33.4,1.9,31.5,A02,ISLEM,,,E,0,31.5,0,15.2,30.4,1036,26.4,1000,9.005,82.4
3010734,904197,IE25904197,2025-08-19,2025,34,2025-08-19 06:30:00,2025-08-19 07:58:18,0,0,0,,93.6,5.3,88.3,A01,HAZIRLIK,,,E,88.3,0,0,0,140.2,1037,79.5,1000,8.363,250.1
3010735,904197,IE25904197,2025-08-19,2025,34,2025-08-19 07:58:18,2025-08-19 10:14:06,0,8022,149,,143.9,8.1,135.8,A02,ISLEM,,,E,0,135.8,0,10.2,110.7,1037,79.5,1000,8.363,335.5
3010736,904197,IE25904197,2025-08-19,2025,34,2025-08-19 10:14:06,2025-08-19 10:32:06,0,0,0,Kalıp Değişimi,19.1,1.1,18,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,18,0,111,1037,79.5,1000,8.363,157.9
3010737,904198,IE25904198,2025-12-09,2025,50,2025-12-09 18:00:00,2025-12-09 19:45:48,0,0,0,,112.1,6.3,105.8,A01,HAZIRLIK,,,E,105.8,0,0,0,28.2,1038,95.2,1000,13.498,270
3010738,904198,IE25904198,2025-12-09,2025,50,2025-12-09 19:45:48,2025-12-09 20:13:12,0,4899,64,,29,1.6,27.4,A02,ISLEM,,,E,0,27.4,0,0,27.5,1038,95.2,1000,13.498,175.1
3010739,904198,IE25904198,2025-12-09,2025,50,2025-12-09 20:13:12,2025-12-09 20:19:06,0,0,0,Elektrik Arızası,6.3,0.4,5.9,A03,DURMA,AR02,Elektrik Arızası,H,0,0,5.9,0,28.3,1038,95.2,1000,13.498,217.3
3010740,904199,IE25904199,2025-12-10,2025,50,2025-12-10 06:30:00,2025-12-10 08:29:36,0,0,0,,126.8,7.2,119.6,A01,HAZIRLIK,,,E,119.6,0,0,0,25.6,1039,107.6,1000,11.884,213.1
3010741,904199,IE25904199,2025-12-10,2025,50,2025-12-10 08:29:36,2025-12-10 08:54:42,0,4758,145,,26.6,1.5,25.1,A02,ISLEM,,,E,0,25.1,0,0,27.3,1039,107.6,1000,11.884,212.3
3010742,904199,IE25904199,2025-12-10,2025,50,2025-12-10 08:54:42,2025-12-10 09:43:00,0,0,0,Kalıp Değişimi,51.2,2.9,48.3,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,48.3,0,25.1,1039,107.6,1000,11.884,90.4
3010743,904200,IE25904200,2025-12-11,2025,50,2025-12-11 19:00:00,2025-12-11 20:31:12,0,0,0,,96.7,5.5,91.2,A01,HAZIRLIK,,,E,91.2,0,0,0,18.4,1000,82.1,1000,10.079,224.8
3010744,904200,IE25904200,2025-12-11,2025,50,2025-12-11 20:31:12,2025-12-11 20:48:36,0,4728,227,,18.4,1,17.4,A02,ISLEM,,,E,0,17.4,0,10.2,19,1000,82.1,1000,10.079,90.6
3010745,904200,IE25904200,2025-12-11,2025,50,2025-12-11 20:48:36,2025-12-11 21:12:24,0,0,0,Elektrik Arızası,25.2,1.4,23.8,A03,DURMA,AR02,Elektrik Arızası,H,0,0,23.8,0,18.9,1000,82.1,1000,10.079,237
3010746,904201,IE25904201,2025-12-12,2025,50,2025-12-12 16:15:00,2025-12-12 17:05:30,0,0,0,,53.5,3,50.5,A01,HAZIRLIK,,,E,50.5,0,0,0,67.1,1001,45.5,1000,10.78,239.9
3010747,904201,IE25904201,2025-12-12,2025,50,2025-12-12 17:05:30,2025-12-12 18:15:18,0,4710,236,,74,4.2,69.8,A02,ISLEM,,,E,0,69.8,0,13.7,67.3,1001,45.5,1000,10.78,119.7
3010748,904201,IE25904201,2025-12-12,2025,50,2025-12-12 18:15:18,2025-12-12 18:30:42,0,0,0,Kalıp Değişimi,16.3,0.9,15.4,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,15.4,0,62.8,1001,45.5,1000,10.78,119.9
3010749,904202,IE26904202,2026-05-14,2026,20,2026-05-14 10:00:00,2026-05-14 10:20:18,0,0,0,,21.5,1.2,20.3,A01,HAZIRLIK,,,E,20.3,0,0,0,4.7,1002,18.3,1000,182.736,168
3010750,904202,IE26904202,2026-05-14,2026,20,2026-05-14 10:20:18,2026-05-14 10:25:24,0,370,11,,5.4,0.3,5.1,A02,ISLEM,,,E,0,5.1,0,26.5,5,1002,18.3,1000,182.736,332.4
3010751,904202,IE26904202,2026-05-14,2026,20,2026-05-14 10:25:24,2026-05-14 11:09:42,0,0,0,Sac Sıkışması,47,2.7,44.3,A03,DURMA,AR07,Sac Sıkışması,H,0,0,44.3,0,4.5,1002,18.3,1000,182.736,213.3
3010752,904203,IE26904203,2026-05-15,2026,20,2026-05-15 19:00:00,2026-05-15 19:25:24,0,0,0,,26.9,1.5,25.4,A01,HAZIRLIK,,,E,25.4,0,0,0,3.2,1003,22.9,1000,166.414,48.9
3010753,904203,IE26904203,2026-05-15,2026,20,2026-05-15 19:25:24,2026-05-15 19:28:48,0,355,14,,3.6,0.2,3.4,A02,ISLEM,,,E,0,3.4,0,0,3.6,1003,22.9,1000,166.414,163.8
3010754,904203,IE26904203,2026-05-15,2026,20,2026-05-15 19:28:48,2026-05-15 20:23:12,0,0,0,Malzeme Bekleme,57.7,3.3,54.4,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,54.4,0,3.7,1003,22.9,1000,166.414,255.9
3010755,904204,IE26904204,2026-05-16,2026,20,2026-05-16 10:15:00,2026-05-16 11:56:48,0,0,0,,107.9,6.1,101.8,A01,HAZIRLIK,,,E,101.8,0,0,0,1.1,1004,91.6,1000,186.215,248.8
3010756,904204,IE26904204,2026-05-16,2026,20,2026-05-16 11:56:48,2026-05-16 11:58:00,0,365,14,,1.3,0.1,1.2,A02,ISLEM,,,E,0,1.2,0,11,1.3,1004,91.6,1000,186.215,80.8
3010757,904204,IE26904204,2026-05-16,2026,20,2026-05-16 11:58:00,2026-05-16 12:14:36,0,0,0,Mekanik Arıza,17.6,1,16.6,A03,DURMA,AR03,Mekanik Arıza,H,0,0,16.6,0,1,1004,91.6,1000,186.215,199.5
3010758,904205,IE26904205,2026-05-17,2026,20,2026-05-17 16:45:00,2026-05-17 17:03:54,0,0,0,,20,1.1,18.9,A01,HAZIRLIK,,,E,18.9,0,0,0,1.5,1005,17,1000,126.223,198.3
3010759,904205,IE26904205,2026-05-17,2026,20,2026-05-17 17:03:54,2026-05-17 17:05:36,0,353,8,,1.8,0.1,1.7,A02,ISLEM,,,E,0,1.7,0,17.6,1.5,1005,17,1000,126.223,310.5
3010760,904206,IE26904206,2026-04-29,2026,18,2026-04-29 16:45:00,2026-04-29 18:05:18,0,0,0,,85.1,4.8,80.3,A01,HAZIRLIK,,,E,80.3,0,0,0,7.8,1006,72.3,1000,44.134,137.6
3010761,904206,IE26904206,2026-04-29,2026,18,2026-04-29 18:05:18,2026-04-29 18:12:42,0,1186,33,,7.8,0.4,7.4,A02,ISLEM,,,E,0,7.4,0,12.4,7.4,1006,72.3,1000,44.134,225.4
3010762,904206,IE26904206,2026-04-29,2026,18,2026-04-29 18:12:42,2026-04-29 19:28:30,0,0,0,Ayar / Numune Onayı,80.3,4.5,75.8,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,75.8,0,8.1,1006,72.3,1000,44.134,42.1
3010763,904207,IE26904207,2026-04-30,2026,18,2026-04-30 11:15:00,2026-04-30 12:57:48,0,0,0,,109,6.2,102.8,A01,HAZIRLIK,,,E,102.8,0,0,0,7.2,1007,92.5,1000,40.272,95.4
3010764,904207,IE26904207,2026-04-30,2026,18,2026-04-30 12:57:48,2026-04-30 13:04:30,0,1224,21,,7.1,0.4,6.7,A02,ISLEM,,,E,0,6.7,0,1.4,5.7,1007,92.5,1000,40.272,156.5
3010765,904207,IE26904207,2026-04-30,2026,18,2026-04-30 13:04:30,2026-04-30 13:18:30,0,0,0,Kalite Duruşu,14.8,0.8,14,A03,DURMA,AR11,Kalite Duruşu,H,0,0,14,0,5.5,1007,92.5,1000,40.272,198
3010766,904208,IE26904208,2026-05-01,2026,18,2026-05-01 18:15:00,2026-05-01 19:58:48,0,0,0,,110,6.2,103.8,A01,HAZIRLIK,,,E,103.8,0,0,0,4.2,1008,93.4,1000,47.201,312.4
3010767,904208,IE26904208,2026-05-01,2026,18,2026-05-01 19:58:48,2026-05-01 20:03:06,0,1197,14,,4.6,0.3,4.3,A02,ISLEM,,,E,0,4.3,0,54.1,4.1,1008,93.4,1000,47.201,172.3
3010768,904209,IE26904209,2026-05-02,2026,18,2026-05-02 20:00:00,2026-05-02 21:40:36,0,0,0,,106.6,6,100.6,A01,HAZIRLIK,,,E,100.6,0,0,0,7.1,1009,90.5,1000,38.111,207
3010769,904209,IE26904209,2026-05-02,2026,18,2026-05-02 21:40:36,2026-05-02 21:48:42,0,1239,29,,8.6,0.5,8.1,A02,ISLEM,,,E,0,8.1,0,13.9,8.7,1009,90.5,1000,38.111,116.1
3010770,904209,IE26904209,2026-05-02,2026,18,2026-05-02 21:48:42,2026-05-02 22:12:00,0,0,0,Hidrolik Kaçak,24.7,1.4,23.3,A03,DURMA,AR04,Hidrolik Kaçak,H,0,0,23.3,0,7.7,1009,90.5,1000,38.111,171
3010771,904210,IE26904210,2026-02-06,2026,6,2026-02-06 17:30:00,2026-02-06 19:21:48,0,0,0,,118.5,6.7,111.8,A01,HAZIRLIK,,,E,111.8,0,0,0,186.5,1010,100.6,1000,3.058,338
3010772,904210,IE26904210,2026-02-06,2026,6,2026-02-06 19:21:48,2026-02-06 22:35:30,0,19409,843,,205.3,11.6,193.7,A02,ISLEM,,,E,0,193.7,0,5.8,211.8,1010,100.6,1000,3.058,311.8
3010773,904211,IE26904211,2026-02-07,2026,6,2026-02-07 07:15:00,2026-02-07 09:28:06,0,0,0,,141.1,8,133.1,A01,HAZIRLIK,,,E,133.1,0,0,0,224.2,1011,119.8,1000,2.976,311.4
3010774,904211,IE26904211,2026-02-07,2026,6,2026-02-07 09:28:06,2026-02-07 13:05:18,0,19668,366,,230.2,13,217.2,A02,ISLEM,,,E,0,217.2,0,0,179.5,1011,119.8,1000,2.976,49.2
3010775,904211,IE26904211,2026-02-07,2026,6,2026-02-07 13:05:18,2026-02-07 14:01:54,0,0,0,Ayar / Numune Onayı,60,3.4,56.6,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,56.6,0,236.1,1011,119.8,1000,2.976,139.5
3010776,904212,IE26904212,2026-02-08,2026,6,2026-02-08 18:45:00,2026-02-08 20:11:36,0,0,0,,91.8,5.2,86.6,A01,HAZIRLIK,,,E,86.6,0,0,0,317.5,1012,77.9,1000,3.174,296.4
3010777,904212,IE26904212,2026-02-08,2026,6,2026-02-08 20:11:36,2026-02-09 01:35:48,0,19565,807,,343.7,19.5,324.2,A02,ISLEM,,,E,0,324.2,0,0,355.1,1012,77.9,1000,3.174,226.6
3010778,904213,IE26904213,2026-03-27,2026,13,2026-03-27 16:00:00,2026-03-27 17:25:06,0,0,0,,90.2,5.1,85.1,A01,HAZIRLIK,,,E,85.1,0,0,0,19.8,1013,76.6,1000,35.372,42.4
3010779,904213,IE26904213,2026-03-27,2026,13,2026-03-27 17:25:06,2026-03-27 17:48:30,0,1745,58,,24.8,1.4,23.4,A02,ISLEM,,,E,0,23.4,0,1.6,21.9,1013,76.6,1000,35.372,291.6
3010780,904213,IE26904213,2026-03-27,2026,13,2026-03-27 17:48:30,2026-03-27 18:27:06,0,0,0,Ayar / Numune Onayı,40.9,2.3,38.6,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,38.6,0,23.6,1013,76.6,1000,35.372,96.2
3010781,904214,IE26904214,2026-03-28,2026,13,2026-03-28 20:15:00,2026-03-28 20:34:54,0,0,0,,21.1,1.2,19.9,A01,HAZIRLIK,,,E,19.9,0,0,0,11.5,1014,17.9,1000,33.567,46.5
3010782,904214,IE26904214,2026-03-28,2026,13,2026-03-28 20:34:54,2026-03-28 20:45:42,0,1800,56,,11.4,0.6,10.8,A02,ISLEM,,,E,0,10.8,0,0,10.9,1014,17.9,1000,33.567,170.7
3010783,904214,IE26904214,2026-03-28,2026,13,2026-03-28 20:45:42,2026-03-28 21:57:00,0,0,0,Elektrik Arızası,75.6,4.3,71.3,A03,DURMA,AR02,Elektrik Arızası,H,0,0,71.3,0,9.9,1014,17.9,1000,33.567,196.8
3010784,904215,IE26904215,2026-03-29,2026,13,2026-03-29 12:45:00,2026-03-29 13:12:00,0,0,0,,28.6,1.6,27,A01,HAZIRLIK,,,E,27,0,0,0,10.8,1015,24.3,1000,26.43,270.4
3010785,904215,IE26904215,2026-03-29,2026,13,2026-03-29 13:12:00,2026-03-29 13:22:06,0,1890,9,,10.7,0.6,10.1,A02,ISLEM,,,E,0,10.1,0,2.1,8.5,1015,24.3,1000,26.43,162.3
3010786,904215,IE26904215,2026-03-29,2026,13,2026-03-29 13:22:06,2026-03-29 15:05:06,0,0,0,Malzeme Bekleme,109.2,6.2,103,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,103,0,11.1,1015,24.3,1000,26.43,65.9
3010787,904216,IE26904216,2026-03-30,2026,14,2026-03-30 18:15:00,2026-03-30 19:38:48,0,0,0,,88.8,5,83.8,A01,HAZIRLIK,,,E,83.8,0,0,0,11,1016,75.4,1000,37.476,212.3
3010788,904216,IE26904216,2026-03-30,2026,14,2026-03-30 19:38:48,2026-03-30 19:50:00,0,1784,43,,11.9,0.7,11.2,A02,ISLEM,,,E,0,11.2,0,0,11.5,1016,75.4,1000,37.476,281.9
3010789,904216,IE26904216,2026-03-30,2026,14,2026-03-30 19:50:00,2026-03-30 20:50:36,0,0,0,Kalıp Değişimi,64.2,3.6,60.6,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,60.6,0,10.6,1016,75.4,1000,37.476,325.7
3010790,904217,IE26904217,2026-05-19,2026,21,2026-05-19 10:45:00,2026-05-19 12:53:54,0,0,0,,136.6,7.7,128.9,A01,HAZIRLIK,,,E,128.9,0,0,0,64.7,1017,116,1000,4.582,325.6
3010791,904217,IE26904217,2026-05-19,2026,21,2026-05-19 12:53:54,2026-05-19 14:02:36,0,12379,210,,72.8,4.1,68.7,A02,ISLEM,,,E,0,68.7,0,21.2,74.7,1017,116,1000,4.582,182.1
3010792,904217,IE26904217,2026-05-19,2026,21,2026-05-19 14:02:36,2026-05-19 14:36:30,0,0,0,Ayar / Numune Onayı,35.9,2,33.9,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,33.9,0,61.8,1017,116,1000,4.582,152.7
3010793,904218,IE26904218,2026-05-20,2026,21,2026-05-20 19:45:00,2026-05-20 20:29:00,0,0,0,,46.6,2.6,44,A01,HAZIRLIK,,,E,44,0,0,0,84.8,1018,39.6,1000,5.887,43.5
3010794,904218,IE26904218,2026-05-20,2026,21,2026-05-20 20:29:00,2026-05-20 21:54:48,0,12336,137,,90.9,5.1,85.8,A02,ISLEM,,,E,0,85.8,0,18.8,90.8,1018,39.6,1000,5.887,63.9
3010795,904218,IE26904218,2026-05-20,2026,21,2026-05-20 21:54:48,2026-05-20 22:19:06,0,0,0,Kalıp Değişimi,25.8,1.5,24.3,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,24.3,0,85.1,1018,39.6,1000,5.887,190.2
3010796,904219,IE26904219,2026-05-21,2026,21,2026-05-21 08:30:00,2026-05-21 09:26:12,0,0,0,,59.6,3.4,56.2,A01,HAZIRLIK,,,E,56.2,0,0,0,33.2,1019,50.6,1000,5.191,246.5
3010797,904219,IE26904219,2026-05-21,2026,21,2026-05-21 09:26:12,2026-05-21 10:05:54,0,12686,6,,42.1,2.4,39.7,A02,ISLEM,,,E,0,39.7,0,27.6,35.4,1019,50.6,1000,5.191,119.6
3010798,904219,IE26904219,2026-05-21,2026,21,2026-05-21 10:05:54,2026-05-21 11:14:12,0,0,0,Mekanik Arıza,72.4,4.1,68.3,A03,DURMA,AR03,Mekanik Arıza,H,0,0,68.3,0,32.8,1019,50.6,1000,5.191,318.5
3010799,904220,IE25904220,2025-08-23,2025,34,2025-08-23 20:30:00,2025-08-23 22:44:06,0,0,0,,142.1,8,134.1,A01,HAZIRLIK,,,E,134.1,0,0,0,49.3,1020,120.7,1000,5.698,201.7
3010800,904220,IE25904220,2025-08-23,2025,34,2025-08-23 22:44:06,2025-08-23 23:39:24,0,9987,151,,58.6,3.3,55.3,A02,ISLEM,,,E,0,55.3,0,22,52.1,1020,120.7,1000,5.698,325.6
3010801,904220,IE25904220,2025-08-23,2025,34,2025-08-23 23:39:24,2025-08-24 00:17:54,0,0,0,Enerji Kesintisi,40.8,2.3,38.5,A03,DURMA,AR10,Enerji Kesintisi,H,0,0,38.5,0,60,1020,120.7,1000,5.698,130.1
3010802,904221,IE25904221,2025-08-24,2025,34,2025-08-24 13:45:00,2025-08-24 14:05:42,0,0,0,,21.9,1.2,20.7,A01,HAZIRLIK,,,E,20.7,0,0,0,73,1021,18.6,1000,6.91,150.7
3010803,904221,IE25904221,2025-08-24,2025,34,2025-08-24 14:05:42,2025-08-24 15:29:00,0,9568,43,,88.3,5,83.3,A02,ISLEM,,,E,0,83.3,0,0,78.8,1021,18.6,1000,6.91,141
3010804,904221,IE25904221,2025-08-24,2025,34,2025-08-24 15:29:00,2025-08-24 15:48:06,0,0,0,Malzeme Bekleme,20.2,1.1,19.1,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,19.1,0,85.5,1021,18.6,1000,6.91,296.7
3010805,904222,IE25904222,2025-08-25,2025,35,2025-08-25 14:45:00,2025-08-25 15:50:54,0,0,0,,69.9,4,65.9,A01,HAZIRLIK,,,E,65.9,0,0,0,122.5,1022,59.3,1000,7.338,44.4
3010806,904222,IE25904222,2025-08-25,2025,35,2025-08-25 15:50:54,2025-08-25 17:43:12,0,9679,167,,119,6.7,112.3,A02,ISLEM,,,E,0,112.3,0,14.5,100.4,1022,59.3,1000,7.338,323.6
3010807,904222,IE25904222,2025-08-25,2025,35,2025-08-25 17:43:12,2025-08-25 18:25:24,0,0,0,Mekanik Arıza,44.7,2.5,42.2,A03,DURMA,AR03,Mekanik Arıza,H,0,0,42.2,0,121.2,1022,59.3,1000,7.338,238.6
3010808,904223,IE26904223,2026-04-21,2026,17,2026-04-21 19:00:00,2026-04-21 19:25:30,0,0,0,,27,1.5,25.5,A01,HAZIRLIK,,,E,25.5,0,0,0,1.3,1023,22.9,1000,130.557,89.9
3010809,904223,IE26904223,2026-04-21,2026,17,2026-04-21 19:25:30,2026-04-21 19:26:54,0,359,5,,1.5,0.1,1.4,A02,ISLEM,,,E,0,1.4,0,0,1.2,1023,22.9,1000,130.557,60.5
3010810,904223,IE26904223,2026-04-21,2026,17,2026-04-21 19:26:54,2026-04-21 19:52:48,0,0,0,Ayar / Numune Onayı,27.5,1.6,25.9,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,25.9,0,1.1,1023,22.9,1000,130.557,249.6
3010811,904224,IE26904224,2026-04-22,2026,17,2026-04-22 19:15:00,2026-04-22 21:27:24,0,0,0,,140.3,7.9,132.4,A01,HAZIRLIK,,,E,132.4,0,0,0,1.1,1024,119.2,1000,158.73,100.5
3010812,904224,IE26904224,2026-04-22,2026,17,2026-04-22 21:27:24,2026-04-22 21:28:42,0,357,15,,1.4,0.1,1.3,A02,ISLEM,,,E,0,1.3,0,4.8,1.1,1024,119.2,1000,158.73,316.2
3010813,904225,IE26904225,2026-04-23,2026,17,2026-04-23 18:45:00,2026-04-23 19:03:54,0,0,0,,20,1.1,18.9,A01,HAZIRLIK,,,E,18.9,0,0,0,3.3,1025,17,1000,138.638,278.1
3010814,904225,IE26904225,2026-04-23,2026,17,2026-04-23 19:03:54,2026-04-23 19:07:36,0,358,6,,3.9,0.2,3.7,A02,ISLEM,,,E,0,3.7,0,12.6,3.2,1025,17,1000,138.638,261
3010815,904225,IE26904225,2026-04-23,2026,17,2026-04-23 19:07:36,2026-04-23 19:34:18,0,0,0,Kalite Duruşu,28.3,1.6,26.7,A03,DURMA,AR11,Kalite Duruşu,H,0,0,26.7,0,3.3,1025,17,1000,138.638,63
3010816,904226,IE26904226,2026-04-24,2026,17,2026-04-24 09:30:00,2026-04-24 10:13:54,0,0,0,,46.5,2.6,43.9,A01,HAZIRLIK,,,E,43.9,0,0,0,2.7,1026,39.5,1000,183.08,128
3010817,904226,IE26904226,2026-04-24,2026,17,2026-04-24 10:13:54,2026-04-24 10:17:18,0,359,8,,3.6,0.2,3.4,A02,ISLEM,,,E,0,3.4,0,13,3.4,1026,39.5,1000,183.08,51
3010818,904226,IE26904226,2026-04-24,2026,17,2026-04-24 10:17:18,2026-04-24 10:44:42,0,0,0,Malzeme Bekleme,29,1.6,27.4,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,27.4,0,2.9,1026,39.5,1000,183.08,149.7
3010819,904227,IE25904227,2025-11-20,2025,47,2025-11-20 20:30:00,2025-11-20 22:21:24,0,0,0,,118.1,6.7,111.4,A01,HAZIRLIK,,,E,111.4,0,0,0,8.2,1027,100.3,1000,93.241,185.4
3010820,904227,IE25904227,2025-11-20,2025,47,2025-11-20 22:21:24,2025-11-20 22:30:48,0,592,21,,10,0.6,9.4,A02,ISLEM,,,E,0,9.4,0,0,7.7,1027,100.3,1000,93.241,212.6
3010821,904227,IE25904227,2025-11-20,2025,47,2025-11-20 22:30:48,2025-11-20 23:49:30,0,0,0,Hidrolik Kaçak,83.4,4.7,78.7,A03,DURMA,AR04,Hidrolik Kaçak,H,0,0,78.7,0,8.5,1027,100.3,1000,93.241,167.8
3010822,904228,IE25904228,2025-11-21,2025,47,2025-11-21 06:15:00,2025-11-21 07:12:12,0,0,0,,60.6,3.4,57.2,A01,HAZIRLIK,,,E,57.2,0,0,0,1.6,1028,51.5,1000,79.464,299.2
3010823,904228,IE25904228,2025-11-21,2025,47,2025-11-21 07:12:12,2025-11-21 07:14:12,0,621,8,,2.1,0.1,2,A02,ISLEM,,,E,0,2,0,6.6,1.8,1028,51.5,1000,79.464,257.7
3010824,904229,IE25904229,2025-11-22,2025,47,2025-11-22 14:30:00,2025-11-22 15:04:12,0,0,0,,36.3,2.1,34.2,A01,HAZIRLIK,,,E,34.2,0,0,0,2.2,1029,30.8,1000,119.634,83.9
3010825,904229,IE25904229,2025-11-22,2025,47,2025-11-22 15:04:12,2025-11-22 15:06:18,0,629,6,,2.2,0.1,2.1,A02,ISLEM,,,E,0,2.1,0,19.5,2,1029,30.8,1000,119.634,61.1
3010826,904229,IE25904229,2025-11-22,2025,47,2025-11-22 15:06:18,2025-11-22 15:36:24,0,0,0,Ayar / Numune Onayı,31.9,1.8,30.1,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,30.1,0,2.3,1029,30.8,1000,119.634,86.3
3010827,904230,IE25904230,2025-11-23,2025,47,2025-11-23 12:45:00,2025-11-23 14:22:30,0,0,0,,103.3,5.8,97.5,A01,HAZIRLIK,,,E,97.5,0,0,0,3.9,1030,87.8,1000,101.735,129.7
3010828,904230,IE25904230,2025-11-23,2025,47,2025-11-23 14:22:30,2025-11-23 14:27:12,0,631,2,,5,0.3,4.7,A02,ISLEM,,,E,0,4.7,0,0,4.8,1030,87.8,1000,101.735,291.9
3010829,904230,IE25904230,2025-11-23,2025,47,2025-11-23 14:27:12,2025-11-23 15:07:42,0,0,0,Kalıp Değişimi,42.9,2.4,40.5,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,40.5,0,4.6,1030,87.8,1000,101.735,59.7
3010830,904231,IE25904231,2025-08-22,2025,34,2025-08-22 10:45:00,2025-08-22 11:22:30,0,0,0,,39.7,2.2,37.5,A01,HAZIRLIK,,,E,37.5,0,0,0,7.7,1031,33.8,1000,47.645,173.3
3010831,904231,IE25904231,2025-08-22,2025,34,2025-08-22 11:22:30,2025-08-22 11:30:12,0,1262,2,,8.2,0.5,7.7,A02,ISLEM,,,E,0,7.7,0,3.4,7.8,1031,33.8,1000,47.645,56.1
3010832,904231,IE25904231,2025-08-22,2025,34,2025-08-22 11:30:12,2025-08-22 11:46:54,0,0,0,Planlı Bakım,17.7,1,16.7,A03,DURMA,AR08,Planlı Bakım,H,0,0,16.7,0,8.1,1031,33.8,1000,47.645,180.4
