INCKEYNO,TAKIP_ID,ISEMRINO,STOK_KODU,STOK_ADI,BASLANGICTARIH,BITISTARIHSAAT,SURE,ACIKLAMA,ARIZA_ADI,DEVAM_EDIYOR
4002797,904177,IE26904177,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-01-10 19:49:37,2026-01-10 20:10:31,20.9,Bakım çağrıldı,Ayar / Numune Onayı,0
4002798,904179,IE25904179,M00151,DIKDORTGEN KUTU 185-115 VERNIKLI 3 PARÇA,2025-06-26 18:42:20,2025-06-26 20:09:02,86.7,Operatör müdahalesi,Kalıp Değişimi,0
4002799,904180,IE25904180,M00151,DIKDORTGEN KUTU 185-115 VERNIKLI 3 PARÇA,2025-06-27 08:14:52,2025-06-27 08:23:04,8.2,,Planlı Bakım,0
4002800,904181,IE25904181,M00151,DIKDORTGEN KUTU 185-115 VERNIKLI 3 PARÇA,2025-06-28 21:45:22,2025-06-28 22:15:34,30.2,Operatör müdahalesi,Ayar / Numune Onayı,0
4002801,904182,IE25904182,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-07-11 09:09:02,2025-07-11 09:44:56,35.9,Operatör müdahalesi,Mekanik Arıza,0
4002802,904183,IE25904183,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-07-12 13:26:09,2025-07-12 13:49:27,23.3,Kalıp söküldü,Kalıp Değişimi,0
4002803,904184,IE25904184,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-07-13 17:30:34,2025-07-13 18:39:28,68.9,Yedek parça bekleniyor,Kalite Duruşu,0
4002804,904185,IE25904185,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-07-14 11:17:44,2025-07-14 11:46:50,29.1,,Vardiya Devri,0
4002805,904188,IE25904188,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-10-07 18:16:59,2025-10-07 18:24:53,7.9,,Hidrolik Kaçak,0
4002806,904190,IE26904190,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-06-27 08:11:49,2026-06-27 08:45:49,34,Bakım çağrıldı,Mekanik Arıza,0
4002807,904191,IE26904191,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-06-28 13:03:33,2026-06-28 14:35:15,91.7,Bakım çağrıldı,Kalıp Değişimi,0
4002808,904192,IE26904192,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-06-29 19:17:32,2026-06-29 19:53:38,36.1,Bakım çağrıldı,Mekanik Arıza,0
4002809,904193,IE26904193,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-06-30 20:28:39,2026-06-30 21:24:39,56,Operatör müdahalesi,Kalıp Değişimi,0
4002810,904194,IE25904194,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-16 15:46:21,2025-08-16 16:17:39,31.3,,Vardiya Devri,0
4002811,904195,IE25904195,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-17 13:32:49,2025-08-17 14:20:25,47.6,Operatör müdahalesi,Ayar / Numune Onayı,0
4002812,904197,IE25904197,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-19 08:29:14,2025-08-19 08:47:14,18,Yedek parça bekleniyor,Kalıp Değişimi,0
4002813,904198,IE25904198,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-12-09 19:57:28,2025-12-09 20:03:22,5.9,Kalıp söküldü,Kalıp Değişimi,0
4002814,904199,IE25904199,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-12-10 08:44:49,2025-12-10 09:33:07,48.3,Operatör müdahalesi,Elektrik Arızası,0
4002815,904200,IE25904200,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-12-11 20:39:30,2025-12-11 21:03:18,23.8,Kalıp söküldü,Elektrik Arızası,0
4002816,904201,IE25904201,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-12-12 18:04:19,2025-12-12 18:19:43,15.4,Bakım çağrıldı,Kalıp Değişimi,0
4002817,904202,IE26904202,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-05-14 10:22:47,2026-05-14 11:07:05,44.3,Yedek parça bekleniyor,Enerji Kesintisi,0
4002818,904203,IE26904203,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-05-15 19:28:08,2026-05-15 20:22:32,54.4,Bakım çağrıldı,Mekanik Arıza,0
4002819,904204,IE26904204,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-05-16 11:57:35,2026-05-16 12:14:11,16.6,Operatör müdahalesi,Vardiya Devri,0
4002820,904206,IE26904206,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-29 18:07:07,2026-04-29 19:22:55,75.8,Yedek parça bekleniyor,Sac Sıkışması,0
4002821,904207,IE26904207,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-30 13:01:12,2026-04-30 13:15:12,14,,Planlı Bakım,0
4002822,904209,IE26904209,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-05-02 21:43:01,2026-05-02 22:06:19,23.3,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4002823,904211,IE26904211,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-02-07 10:53:13,2026-02-07 11:49:49,56.6,,Elektrik Arızası,0
4002824,904213,IE26904213,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-03-27 17:42:53,2026-03-27 18:21:29,38.6,,Malzeme Bekleme,0
4002825,904214,IE26904214,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-03-28 20:40:54,2026-03-28 21:52:12,71.3,,Mekanik Arıza,0
4002826,904215,IE26904215,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-03-29 13:20:50,2026-03-29 15:03:50,103,Operatör müdahalesi,Mekanik Arıza,0
4002827,904216,IE26904216,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-03-30 19:44:33,2026-03-30 20:45:09,60.6,Yedek parça bekleniyor,Kalıp Değişimi,0
4002828,904217,IE26904217,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-05-19 13:41:55,2026-05-19 14:15:49,33.9,Bakım çağrıldı,Vardiya Devri,0
4002829,904218,IE26904218,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-05-20 21:25:04,2026-05-20 21:49:22,24.3,Yedek parça bekleniyor,Planlı Bakım,0
4002830,904219,IE26904219,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-05-21 09:34:10,2026-05-21 10:42:28,68.3,Kalıp söküldü,Kalite Duruşu,0
4002831,904220,IE25904220,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,2025-08-23 22:58:19,2025-08-23 23:36:49,38.5,Bakım çağrıldı,Sac Sıkışması,0
4002832,904221,IE25904221,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,2025-08-24 14:59:46,2025-08-24 15:18:52,19.1,Kalıp söküldü,Mekanik Arıza,0
4002833,904222,IE25904222,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,2025-08-25 16:05:54,2025-08-25 16:48:06,42.2,Bakım çağrıldı,Planlı Bakım,0
4002834,904223,IE26904223,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-04-21 19:25:41,2026-04-21 19:51:35,25.9,Kalıp söküldü,Sac Sıkışması,0
4002835,904225,IE26904225,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-04-23 19:06:47,2026-04-23 19:33:29,26.7,Bakım çağrıldı,Ayar / Numune Onayı,0
4002836,904226,IE26904226,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-04-24 10:15:21,2026-04-24 10:42:45,27.4,Kalıp söküldü,Vardiya Devri,0
4002837,904227,IE25904227,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-11-20 22:24:18,2025-11-20 23:43:00,78.7,Yedek parça bekleniyor,Sac Sıkışması,0
4002838,904229,IE25904229,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-11-22 15:05:25,2025-11-22 15:35:31,30.1,Kalıp söküldü,Hidrolik Kaçak,0
4002839,904230,IE25904230,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-11-23 14:23:59,2025-11-23 15:04:29,40.5,Bakım çağrıldı,Personel Yetersizliği,0
4002840,904231,IE25904231,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-22 11:27:38,2025-08-22 11:44:20,16.7,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4002841,904234,IE25904234,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-25 17:33:50,2025-08-25 18:01:14,27.4,Kalıp söküldü,Elektrik Arızası,0
4002842,904235,IE25904235,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-30 09:47:15,2025-11-30 11:14:45,87.5,Yedek parça bekleniyor,Planlı Bakım,0
4002843,904236,IE25904236,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-12-01 10:53:56,2025-12-01 11:37:14,43.3,Kalıp söküldü,Mekanik Arıza,0
4002844,904238,IE25904238,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-12-03 18:47:03,2025-12-03 19:07:45,20.7,Kalıp söküldü,Personel Yetersizliği,0
4002845,904239,IE25904239,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-15 12:51:48,2025-08-15 13:27:48,36,Yedek parça bekleniyor,Kalıp Değişimi,0
4002846,904242,IE25904242,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-18 09:18:40,2025-08-18 09:56:46,38.1,Bakım çağrıldı,Hidrolik Kaçak,0
4002847,904243,IE25904243,M00094,YUVARLAK KUTU 135-145 MAT LAK 3 PARÇA,2025-07-20 15:22:40,2025-07-20 16:22:40,60,Bakım çağrıldı,Vardiya Devri,0
4002848,904244,IE25904244,M00094,YUVARLAK KUTU 135-145 MAT LAK 3 PARÇA,2025-07-21 11:06:29,2025-07-21 12:29:23,82.9,Operatör müdahalesi,Mekanik Arıza,0
4002849,904245,IE25904245,M00094,YUVARLAK KUTU 135-145 MAT LAK 3 PARÇA,2025-07-22 09:30:03,2025-07-22 09:58:51,28.8,Bakım çağrıldı,Ayar / Numune Onayı,0
4002850,904247,IE26904247,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-04-23 19:13:32,2026-04-23 19:57:32,44,Yedek parça bekleniyor,Kalıp Değişimi,0
4002851,904249,IE26904249,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-03-25 09:11:37,2026-03-25 10:31:07,79.5,Operatör müdahalesi,Kalıp Değişimi,0
4002852,904251,IE26904251,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-03-27 20:08:54,2026-03-27 20:51:00,42.1,Yedek parça bekleniyor,Malzeme Bekleme,0
4002853,904253,IE25904253,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-17 10:45:56,2025-07-17 11:16:38,30.7,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4002854,904254,IE25904254,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-18 12:25:32,2025-07-18 13:44:32,79,Yedek parça bekleniyor,Kalıp Değişimi,0
4002855,904255,IE25904255,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-19 17:50:09,2025-07-19 18:17:03,26.9,Bakım çağrıldı,Malzeme Bekleme,0
4002856,904256,IE25904256,M00076,TEPSI 325-125 MAT LAK 2 PARÇA,2025-08-18 20:51:17,2025-08-18 21:14:59,23.7,,Malzeme Bekleme,0
4002857,904257,IE25904257,M00076,TEPSI 325-125 MAT LAK 2 PARÇA,2025-08-19 11:15:13,2025-08-19 11:36:13,21,,Kalıp Değişimi,0
4002858,904259,IE25904259,M00076,TEPSI 325-125 MAT LAK 2 PARÇA,2025-08-21 19:17:05,2025-08-21 19:32:17,15.2,Kalıp söküldü,Kalite Duruşu,0
4002859,904261,IE25904261,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-10-15 18:58:11,2025-10-15 19:18:23,20.2,,Planlı Bakım,0
4002860,904263,IE25904263,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-10-01 09:53:40,2025-10-01 10:18:04,24.4,Yedek parça bekleniyor,Mekanik Arıza,0
4002861,904267,IE26904267,M00054,TEPSI 325-125 HAM TENEKE 2 PARÇA,2026-06-01 08:39:11,2026-06-01 09:46:29,67.3,,Ayar / Numune Onayı,0
4002862,904269,IE26904269,M00054,TEPSI 325-125 HAM TENEKE 2 PARÇA,2026-06-03 08:58:21,2026-06-03 09:13:39,15.3,Yedek parça bekleniyor,Kalıp Değişimi,0
4002863,904270,IE26904270,M00054,TEPSI 325-125 HAM TENEKE 2 PARÇA,2026-06-04 13:36:57,2026-06-04 15:08:45,91.8,Kalıp söküldü,Mekanik Arıza,0
4002864,904271,IE25904271,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-26 13:13:20,2025-08-26 14:00:20,47,,Malzeme Bekleme,0
4002865,904272,IE25904272,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-27 17:16:31,2025-08-27 17:54:13,37.7,Yedek parça bekleniyor,Enerji Kesintisi,0
4002866,904273,IE25904273,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-28 13:31:08,2025-08-28 13:36:20,5.2,Operatör müdahalesi,Mekanik Arıza,0
4002867,904276,IE26904276,M00074,YUVARLAK-SIVAMA KUTU Ø068 VERNIKLI 2 PARÇA,2026-07-17 08:33:22,2026-07-17 09:30:10,56.8,Kalıp söküldü,Kalıp Değişimi,0
4002868,904277,IE26904277,M00074,YUVARLAK-SIVAMA KUTU Ø068 VERNIKLI 2 PARÇA,2026-07-18 09:16:25,2026-07-18 10:15:37,59.2,,Personel Yetersizliği,0
4002869,904278,IE26904278,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-01-13 09:20:42,2026-01-13 09:25:54,5.2,,Malzeme Bekleme,0
4002870,904279,IE26904279,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-01-14 14:12:17,2026-01-14 14:38:59,26.7,Bakım çağrıldı,Kalıp Değişimi,0
4002871,904280,IE26904280,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-01-15 12:43:10,2026-01-15 13:38:58,55.8,Bakım çağrıldı,Sac Sıkışması,0
4002872,904281,IE25904281,M00069,YUVARLAK KUTU 245-175 VERNIKLI 2 PARÇA,2025-06-29 09:15:56,2025-06-29 09:38:14,22.3,Kalıp söküldü,Kalıp Değişimi,0
4002873,904283,IE25904283,M00069,YUVARLAK KUTU 245-175 VERNIKLI 2 PARÇA,2025-07-01 15:42:01,2025-07-01 15:50:07,8.1,Yedek parça bekleniyor,Personel Yetersizliği,0
4002874,904284,IE25904284,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-11-04 18:47:51,2025-11-04 19:20:15,32.4,Yedek parça bekleniyor,Kalıp Değişimi,0
4002875,904286,IE25904286,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-11-06 16:35:34,2025-11-06 17:27:40,52.1,,Vardiya Devri,0
4002876,904287,IE25904287,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-11-07 19:43:50,2025-11-07 20:53:20,69.5,Bakım çağrıldı,Mekanik Arıza,0
4002877,904291,IE26904291,M00020,YUVARLAK KUTU 210-255 LITOGRAFI 2 PARÇA,2026-02-21 08:28:27,2026-02-21 08:54:45,26.3,Kalıp söküldü,Sac Sıkışması,0
4002878,904292,IE26904292,M00020,YUVARLAK KUTU 210-255 LITOGRAFI 2 PARÇA,2026-02-22 10:38:31,2026-02-22 11:17:37,39.1,,Kalıp Değişimi,0
4002879,904293,IE26904293,M00020,YUVARLAK KUTU 210-255 LITOGRAFI 2 PARÇA,2026-02-23 07:57:12,2026-02-23 08:53:00,55.8,Bakım çağrıldı,Elektrik Arızası,0
4002880,904295,IE26904295,M00043,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,2026-01-02 16:06:10,2026-01-02 16:25:46,19.6,,Ayar / Numune Onayı,0
4002881,904296,IE26904296,M00043,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,2026-01-03 19:12:34,2026-01-03 20:25:04,72.5,,Hidrolik Kaçak,0
4002882,904297,IE26904297,M00043,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,2026-01-04 08:44:48,2026-01-04 09:40:12,55.4,Operatör müdahalesi,Malzeme Bekleme,0
4002883,904298,IE25904298,M00014,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-09-04 20:57:39,2025-09-04 21:24:03,26.4,Bakım çağrıldı,Elektrik Arızası,0
4002884,904305,IE25904305,M00025,YUVARLAK KUTU 255-205 VERNIKLI 3 PARÇA,2025-07-02 07:17:15,2025-07-02 08:20:09,62.9,Yedek parça bekleniyor,Kalıp Değişimi,0
4002885,904307,IE25904307,M00025,YUVARLAK KUTU 255-205 VERNIKLI 3 PARÇA,2025-07-04 21:13:09,2025-07-04 22:22:15,69.1,Operatör müdahalesi,Elektrik Arızası,0
4002886,904314,IE25904314,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-12-20 22:03:42,2025-12-20 22:45:24,41.7,,Kalıp Değişimi,0
4002887,904315,IE26904315,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-04-28 21:04:40,2026-04-28 21:46:16,41.6,Kalıp söküldü,Kalıp Değişimi,0
4002888,904318,IE26904318,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-05-01 17:14:32,2026-05-01 18:25:32,71,Kalıp söküldü,Malzeme Bekleme,0
4002889,904320,IE26904320,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-07-23 09:38:37,2026-07-23 10:19:31,40.9,Operatör müdahalesi,Kalite Duruşu,0
4002890,904321,IE26904321,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-07-24 20:37:15,2026-07-24 21:26:51,49.6,Kalıp söküldü,Mekanik Arıza,0
4002891,904322,IE26904322,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-05-14 19:29:35,2026-05-14 21:09:29,99.9,Bakım çağrıldı,Mekanik Arıza,0
4002892,904323,IE26904323,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-05-15 18:37:39,2026-05-15 19:46:51,69.2,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4002893,904324,IE26904324,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-05-16 18:36:14,2026-05-16 19:01:38,25.4,Yedek parça bekleniyor,Malzeme Bekleme,0
4002894,904325,IE26904325,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-05-17 14:22:54,2026-05-17 15:15:54,53,,Sac Sıkışması,0
4002895,904326,IE26904326,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-03-30 18:16:12,2026-03-30 19:04:06,47.9,Bakım çağrıldı,Personel Yetersizliği,0
4002896,904327,IE26904327,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-03-31 18:52:03,2026-03-31 19:49:39,57.6,Yedek parça bekleniyor,Kalıp Değişimi,0
4002897,904328,IE26904328,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-04-01 12:23:07,2026-04-01 13:00:37,37.5,Kalıp söküldü,Malzeme Bekleme,0
4002898,904329,IE25904329,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2025-09-03 17:46:10,2025-09-03 18:41:58,55.8,,Kalıp Değişimi,0
4002899,904330,IE25904330,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2025-09-04 16:53:39,2025-09-04 17:57:57,64.3,Yedek parça bekleniyor,Elektrik Arızası,0
4002900,904331,IE25904331,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2025-09-05 18:40:34,2025-09-05 19:38:04,57.5,Operatör müdahalesi,Vardiya Devri,0
4002901,904332,IE25904332,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2025-09-06 15:39:18,2025-09-06 16:10:18,31,Kalıp söküldü,Sac Sıkışması,0
4002902,904333,IE25904333,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,2025-10-29 19:09:26,2025-10-29 20:13:26,64,,Hidrolik Kaçak,0
4002903,904334,IE25904334,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,2025-10-30 14:05:16,2025-10-30 14:46:40,41.4,,Kalıp Değişimi,0
4002904,904335,IE25904335,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,2025-10-31 15:26:20,2025-10-31 15:32:08,5.8,,Malzeme Bekleme,0
4002905,904336,IE26904336,M00135,YUVARLAK KUTU 120-105 VERNIKLI 2 PARÇA,2026-04-18 09:46:45,2026-04-18 11:01:57,75.2,Yedek parça bekleniyor,Planlı Bakım,0
4002906,904337,IE26904337,M00135,YUVARLAK KUTU 120-105 VERNIKLI 2 PARÇA,2026-04-19 12:47:47,2026-04-19 13:33:05,45.3,Bakım çağrıldı,Elektrik Arızası,0
4002907,904338,IE26904338,M00135,YUVARLAK KUTU 120-105 VERNIKLI 2 PARÇA,2026-04-20 19:15:34,2026-04-20 19:58:04,42.5,,Ayar / Numune Onayı,0
4002908,904339,IE25904339,M00037,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,2025-06-29 15:39:17,2025-06-29 15:56:11,16.9,Operatör müdahalesi,Sac Sıkışması,0
4002909,904344,IE25904344,M00141,SEKIZGEN KUTU 135-145 LITOGRAFI 3 PARÇA,2025-07-13 15:33:21,2025-07-13 15:58:39,25.3,Bakım çağrıldı,Kalıp Değişimi,0
4002910,904347,IE26904347,M00246,SEKILLI KUTU 175-205 VERNIKLI 2 PARÇA,2026-06-28 17:58:30,2026-06-28 18:34:36,36.1,,Elektrik Arızası,0
4002911,904348,IE26904348,M00246,SEKILLI KUTU 175-205 VERNIKLI 2 PARÇA,2026-06-29 22:34:02,2026-06-29 23:07:38,33.6,Yedek parça bekleniyor,Kalıp Değişimi,0
4002912,904349,IE25904349,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-07-05 19:02:48,2025-07-05 19:55:48,53,Yedek parça bekleniyor,Hidrolik Kaçak,0
4002913,904352,IE25904352,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-07-08 21:30:04,2025-07-08 21:49:28,19.4,Operatör müdahalesi,Vardiya Devri,0
4002914,904354,IE26904354,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-05-22 18:23:08,2026-05-22 19:21:02,57.9,Operatör müdahalesi,Vardiya Devri,0
4002915,904355,IE26904355,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-05-23 15:59:29,2026-05-23 16:37:41,38.2,Bakım çağrıldı,Hidrolik Kaçak,0
4002916,904357,IE25904357,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-07-13 10:09:58,2025-07-13 10:38:52,28.9,Kalıp söküldü,Kalıp Değişimi,0
4002917,904358,IE25904358,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-07-14 21:54:20,2025-07-14 22:41:20,47,Bakım çağrıldı,Ayar / Numune Onayı,0
4002918,904359,IE25904359,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-07-15 19:34:22,2025-07-15 19:49:46,15.4,Operatör müdahalesi,Malzeme Bekleme,0
4002919,904360,IE25904360,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-11-03 17:59:09,2025-11-03 18:33:39,34.5,Operatör müdahalesi,Ayar / Numune Onayı,0
4002920,904361,IE25904361,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-11-04 21:24:55,2025-11-04 22:42:31,77.6,Yedek parça bekleniyor,Hidrolik Kaçak,0
4002921,904362,IE25904362,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-11-05 18:47:48,2025-11-05 19:14:36,26.8,,Kalıp Değişimi,0
4002922,904363,IE25904363,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-11-06 09:50:08,2025-11-06 10:38:38,48.5,Bakım çağrıldı,Hidrolik Kaçak,0
4002923,904367,IE25904367,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2025-10-15 14:23:32,2025-10-15 15:16:26,52.9,Kalıp söküldü,Ayar / Numune Onayı,0
4002924,904368,IE25904368,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2025-10-16 21:55:41,2025-10-16 22:46:17,50.6,Kalıp söküldü,Malzeme Bekleme,0
4002925,904369,IE25904369,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2025-10-17 20:33:34,2025-10-17 21:16:16,42.7,,Sac Sıkışması,0
4002926,904370,IE26904370,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-07-16 14:22:48,2026-07-16 14:44:24,21.6,Operatör müdahalesi,Mekanik Arıza,0
4002927,904371,IE26904371,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-07-17 15:46:25,2026-07-17 16:15:55,29.5,Yedek parça bekleniyor,Kalıp Değişimi,0
4002928,904372,IE26904372,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-07-18 16:04:53,2026-07-18 17:21:05,76.2,Operatör müdahalesi,Enerji Kesintisi,0
4002929,904373,IE26904373,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-06-29 11:43:31,2026-06-29 12:05:13,21.7,Yedek parça bekleniyor,Mekanik Arıza,0
4002930,904375,IE26904375,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-07-01 10:15:54,2026-07-01 11:09:06,53.2,,Malzeme Bekleme,0
4002931,904380,IE26904380,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-02-14 09:37:26,2026-02-14 10:53:20,75.9,Operatör müdahalesi,Ayar / Numune Onayı,0
4002932,904381,IE26904381,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-02-15 12:52:52,2026-02-15 13:58:28,65.6,,Ayar / Numune Onayı,0
4002933,904382,IE26904382,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-02-16 20:46:28,2026-02-16 21:24:22,37.9,,Vardiya Devri,0
4002934,904383,IE26904383,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-01-20 07:51:09,2026-01-20 08:22:51,31.7,Kalıp söküldü,Kalite Duruşu,0
4002935,904384,IE26904384,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-01-21 11:50:26,2026-01-21 12:25:14,34.8,Bakım çağrıldı,Elektrik Arızası,0
4002936,904385,IE26904385,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-01-22 19:16:48,2026-01-22 19:48:12,31.4,Operatör müdahalesi,Mekanik Arıza,0
