TAKIPNO,ISEMRINO,KALIPADI,STOK_KODU,STOK_ADI,CARI_KOD,CARI_ISIM,SIPARIS_NO,REFISEMRINO,SIPARIS_KONT,OPKODU,MAKINA_NO,MAKINE_ADI,ISTKODU,ISTISIM,MIKTAR,DURUM_KOD,DURUM_ADI,ACIKLAMA,TESLIM_TARIHI,TRA_ACIKLAMA,STOK_GRUPKODU,STOK_GRUPADI,STOK_KOD1,STOK_AD1,STOK_KOD2,STOK_AD2,STOK_KOD3,STOK_AD3,STOK_KOD4,STOK_AD4
905309,IE26905309,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0093,Orhanlı Tarım A.Ş.,SIP26006696,RF905309,2,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,9619,30,TAMAMLANDI,,2026-08-21,,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
905310,IE26905310,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0093,Orhanlı Tarım A.Ş.,SIP26006696,RF905310,2,OP03,9,PRES 09 · 63 TON SIVAMA,PRS,PRES,9602,30,TAMAMLANDI,,2026-08-07,Kısmi üretim,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
905311,IE26905311,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0093,Orhanlı Tarım A.Ş.,SIP26006696,RF905311,2,OP04,40,MONTAJ HATTI 09 · SIVAMA,MNT,MONTAJ,9744,30,TAMAMLANDI,Numune onayı bekleniyor,2026-08-16,,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
905312,IE25905312,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0016,Nilüferli Makine Ltd. Şti.,STK25000724,RF905312,4,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,580,30,TAMAMLANDI,Numune onayı bekleniyor,2025-12-05,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905313,IE25905313,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0016,Nilüferli Makine Ltd. Şti.,STK25000724,RF905313,4,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,588,30,TAMAMLANDI,,2025-11-08,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905314,IE25905314,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0016,Nilüferli Makine Ltd. Şti.,STK25000724,RF905314,4,OP03,9,PRES 09 · 63 TON SIVAMA,PRS,PRES,586,30,TAMAMLANDI,,2025-11-22,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905315,IE25905315,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0016,Nilüferli Makine Ltd. Şti.,STK25000724,RF905315,4,OP04,38,MONTAJ HATTI 06 · YARI OTOMATİK,MNT,MONTAJ,609,30,TAMAMLANDI,,2025-11-18,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905316,IE26905316,DIA-050,M00175,YUVARLAK KUTU Ø050 MAT LAK 2 PARÇA,120.01.0066,Fidanlık Süt San. ve Tic. A.Ş.,SIP25005290,RF905316,1,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,144,30,TAMAMLANDI,Numune onayı bekleniyor,2026-01-28,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B4,Mat Lak
905317,IE26905317,DIA-050,M00175,YUVARLAK KUTU Ø050 MAT LAK 2 PARÇA,120.01.0066,Fidanlık Süt San. ve Tic. A.Ş.,SIP25005290,RF905317,1,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,146,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-01-20,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B4,Mat Lak
905318,IE26905318,DIA-050,M00175,YUVARLAK KUTU Ø050 MAT LAK 2 PARÇA,120.01.0066,Fidanlık Süt San. ve Tic. A.Ş.,SIP25005290,RF905318,1,OP03,15,PRES 15 · 35 TON DİP,PRS,PRES,146,30,TAMAMLANDI,Acil iş,2026-01-30,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B4,Mat Lak
905319,IE26905319,DIA-050,M00175,YUVARLAK KUTU Ø050 MAT LAK 2 PARÇA,120.01.0066,Fidanlık Süt San. ve Tic. A.Ş.,SIP25005290,RF905319,1,OP04,38,MONTAJ HATTI 06 · YARI OTOMATİK,MNT,MONTAJ,148,30,TAMAMLANDI,Acil iş,2026-01-18,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B4,Mat Lak
905320,IE26905320,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006258,RF905320,1,OP01,26,KESİM HATTI 03 · DİLİMLEME,KSM,KESIM,630,30,TAMAMLANDI,Numune onayı bekleniyor,2026-05-24,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905321,IE26905321,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006258,RF905321,1,OP02,45,DİJİTAL BASKI 01,DJT,DIJITAL,601,30,TAMAMLANDI,,2026-06-21,,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905322,IE26905322,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006258,RF905322,1,OP03,14,PRES 14 · 35 TON DİP,PRS,PRES,630,30,TAMAMLANDI,Acil iş,2026-05-21,,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905323,IE26905323,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006258,RF905323,1,OP04,39,MONTAJ HATTI 08 · SIVAMA,MNT,MONTAJ,636,30,TAMAMLANDI,Acil iş,2026-06-11,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905324,IE25905324,145-095,M00031,YUVARLAK KUTU 145-095 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP25005043,RF905324,5,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,1506,30,TAMAMLANDI,,2025-11-15,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,145-095,Kalıp 145-095,B4,Mat Lak
905325,IE25905325,145-095,M00031,YUVARLAK KUTU 145-095 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP25005043,RF905325,5,OP02,7,PRES 07 · 40 TON SIVAMA,PRS,PRES,1444,30,TAMAMLANDI,Acil iş,2025-12-03,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,145-095,Kalıp 145-095,B4,Mat Lak
905326,IE25905326,145-095,M00031,YUVARLAK KUTU 145-095 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP25005043,RF905326,5,OP03,36,MONTAJ HATTI 04 · YARI OTOMATİK,MNT,MONTAJ,1509,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-12-07,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,145-095,Kalıp 145-095,B4,Mat Lak
905331,IE25905331,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,SIP25005054,RF905331,1,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,600,30,TAMAMLANDI,Acil iş,2026-01-07,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905332,IE25905332,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,SIP25005054,RF905332,1,OP02,13,PRES 13 · 35 TON KAPAK,PRS,PRES,633,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-12-14,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905333,IE25905333,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,SIP25005054,RF905333,1,OP03,38,MONTAJ HATTI 06 · YARI OTOMATİK,MNT,MONTAJ,634,30,TAMAMLANDI,Numune onayı bekleniyor,2025-12-19,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905334,IE26905334,245-175,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,120.01.0015,Orhanlı Zeytin San. ve Tic. A.Ş.,STK26000893,RF905334,1,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,724,30,TAMAMLANDI,Acil iş,2026-04-14,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,245-175,Kalıp 245-175,B4,Mat Lak
905335,IE26905335,245-175,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,120.01.0015,Orhanlı Zeytin San. ve Tic. A.Ş.,STK26000893,RF905335,1,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,735,30,TAMAMLANDI,,2026-04-23,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,245-175,Kalıp 245-175,B4,Mat Lak
905336,IE26905336,245-175,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,120.01.0015,Orhanlı Zeytin San. ve Tic. A.Ş.,STK26000893,RF905336,1,OP03,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,726,30,TAMAMLANDI,,2026-04-06,,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,245-175,Kalıp 245-175,B4,Mat Lak
905337,IE25905337,094-050,M00075,YUVARLAK KUTU 094-050 LITOGRAFI 3 PARÇA,120.01.0022,Efelik Şekerleme Koll. Şti.,SIP25004421,RF905337,1,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,1473,30,TAMAMLANDI,Acil iş,2025-08-17,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,094-050,Kalıp 094-050,B1,Litografi
905338,IE25905338,094-050,M00075,YUVARLAK KUTU 094-050 LITOGRAFI 3 PARÇA,120.01.0022,Efelik Şekerleme Koll. Şti.,SIP25004421,RF905338,1,OP02,16,PRES 16 · 16 TON KULP,PRS,PRES,1476,30,TAMAMLANDI,Numune onayı bekleniyor,2025-08-19,,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,094-050,Kalıp 094-050,B1,Litografi
905339,IE25905339,094-050,M00075,YUVARLAK KUTU 094-050 LITOGRAFI 3 PARÇA,120.01.0022,Efelik Şekerleme Koll. Şti.,SIP25004421,RF905339,1,OP03,42,MONTAJ HATTI 11 · KAPAK,MNT,MONTAJ,1485,30,TAMAMLANDI,Acil iş,2025-08-09,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,094-050,Kalıp 094-050,B1,Litografi
905340,IE25905340,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STKB25000292,RF905340,1,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,9699,30,TAMAMLANDI,Numune onayı bekleniyor,2025-08-15,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905341,IE25905341,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STKB25000292,RF905341,1,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,10010,30,TAMAMLANDI,,2025-07-21,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905342,IE25905342,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STKB25000292,RF905342,1,OP03,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,9958,30,TAMAMLANDI,Numune onayı bekleniyor,2025-08-02,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905343,IE25905343,DIA-068,M00051,YUVARLAK-SIVAMA KUTU Ø068 VERNIKLI 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STKB25000348,RF905343,2,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,2989,30,TAMAMLANDI,,2025-12-19,,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
905344,IE25905344,DIA-068,M00051,YUVARLAK-SIVAMA KUTU Ø068 VERNIKLI 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STKB25000348,RF905344,2,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,2992,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-11-18,Kısmi üretim,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
905345,IE25905345,DIA-068,M00051,YUVARLAK-SIVAMA KUTU Ø068 VERNIKLI 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STKB25000348,RF905345,2,OP03,8,PRES 08 · 63 TON SIVAMA,PRS,PRES,2923,30,TAMAMLANDI,Acil iş,2025-12-17,Fazla üretim,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
905346,IE25905346,DIA-068,M00051,YUVARLAK-SIVAMA KUTU Ø068 VERNIKLI 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STKB25000348,RF905346,2,OP04,48,MANUEL SARIM 02,MNT,MONTAJ,2936,30,TAMAMLANDI,Acil iş,2025-12-13,Fazla üretim,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
905347,IE26905347,120-105,M00231,YUVARLAK KUTU 120-105 LITOGRAFI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006200,RF905347,1,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,606,30,TAMAMLANDI,,2026-06-01,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,120-105,Kalıp 120-105,B1,Litografi
905348,IE26905348,120-105,M00231,YUVARLAK KUTU 120-105 LITOGRAFI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006200,RF905348,1,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,613,30,TAMAMLANDI,Numune onayı bekleniyor,2026-06-06,,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,120-105,Kalıp 120-105,B1,Litografi
905349,IE26905349,120-105,M00231,YUVARLAK KUTU 120-105 LITOGRAFI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006200,RF905349,1,OP03,36,MONTAJ HATTI 04 · YARI OTOMATİK,MNT,MONTAJ,601,30,TAMAMLANDI,,2026-06-10,,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,120-105,Kalıp 120-105,B1,Litografi
905350,IE26905350,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,STK25000809,RF905350,1,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,633,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-01-25,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905351,IE26905351,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,STK25000809,RF905351,1,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,602,30,TAMAMLANDI,Acil iş,2026-02-13,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905352,IE26905352,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,STK25000809,RF905352,1,OP03,8,PRES 08 · 63 TON SIVAMA,PRS,PRES,635,30,TAMAMLANDI,,2026-02-18,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905353,IE26905353,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,STK25000809,RF905353,1,OP04,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,606,30,TAMAMLANDI,Acil iş,2026-02-02,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905354,IE26905354,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0043,Bahçelik Salça A.Ş.,SIP26006281,RF905354,2,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,3951,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-07-04,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905355,IE26905355,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0043,Bahçelik Salça A.Ş.,SIP26006281,RF905355,2,OP02,23,PVC KAPLAMA HATTI 01,PRS,PRES,3881,30,TAMAMLANDI,Acil iş,2026-07-06,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905356,IE26905356,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0043,Bahçelik Salça A.Ş.,SIP26006281,RF905356,2,OP03,39,MONTAJ HATTI 08 · SIVAMA,MNT,MONTAJ,4002,30,TAMAMLANDI,,2026-06-22,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905357,IE26905357,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0071,Denizcan Bisküvi San. ve Tic. A.Ş.,SIP26006017,RF905357,2,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,12395,30,TAMAMLANDI,,2026-05-20,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905358,IE26905358,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0071,Denizcan Bisküvi San. ve Tic. A.Ş.,SIP26006017,RF905358,2,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,12450,30,TAMAMLANDI,Numune onayı bekleniyor,2026-04-29,Fazla üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905359,IE26905359,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0071,Denizcan Bisküvi San. ve Tic. A.Ş.,SIP26006017,RF905359,2,OP03,34,MONTAJ HATTI 02 · OTOMATİK,MNT,MONTAJ,12456,30,TAMAMLANDI,Acil iş,2026-04-30,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905360,IE25905360,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,SIP25005091,RF905360,1,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,999,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-12-26,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905361,IE25905361,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,SIP25005091,RF905361,1,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,1008,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-12-23,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905362,IE25905362,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,SIP25005091,RF905362,1,OP03,37,MONTAJ HATTI 05 · YARI OTOMATİK,MNT,MONTAJ,991,30,TAMAMLANDI,Acil iş,2025-12-09,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905363,IE25905363,135-145,M00141,SEKIZGEN KUTU 135-145 LITOGRAFI 3 PARÇA,120.01.0023,Ünlüoğlu Çay A.Ş.,SIP25004496,RF905363,2,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,145,30,TAMAMLANDI,Acil iş,2025-09-16,,01,Mamul,SK07,Sekizgen Kutu,KA2,Boya-Kimya,135-145,Kalıp 135-145,B1,Litografi
905364,IE25905364,135-145,M00141,SEKIZGEN KUTU 135-145 LITOGRAFI 3 PARÇA,120.01.0023,Ünlüoğlu Çay A.Ş.,SIP25004496,RF905364,2,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,148,30,TAMAMLANDI,,2025-08-30,Fazla üretim,01,Mamul,SK07,Sekizgen Kutu,KA2,Boya-Kimya,135-145,Kalıp 135-145,B1,Litografi
905365,IE25905365,135-145,M00141,SEKIZGEN KUTU 135-145 LITOGRAFI 3 PARÇA,120.01.0023,Ünlüoğlu Çay A.Ş.,SIP25004496,RF905365,2,OP03,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,147,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-09-21,Kısmi üretim,01,Mamul,SK07,Sekizgen Kutu,KA2,Boya-Kimya,135-145,Kalıp 135-145,B1,Litografi
905370,IE25905370,245-175,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,120.01.0072,Cumbalı Zeytin Gıda San. A.Ş.,SIP25004824,RF905370,2,OP01,26,KESİM HATTI 03 · DİLİMLEME,KSM,KESIM,482,30,TAMAMLANDI,Numune onayı bekleniyor,2025-10-21,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,245-175,Kalıp 245-175,B4,Mat Lak
905371,IE25905371,245-175,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,120.01.0072,Cumbalı Zeytin Gıda San. A.Ş.,SIP25004824,RF905371,2,OP02,12,PRES 12 · 25 TON KAPAK,PRS,PRES,499,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-10-28,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,245-175,Kalıp 245-175,B4,Mat Lak
905372,IE25905372,245-175,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,120.01.0072,Cumbalı Zeytin Gıda San. A.Ş.,SIP25004824,RF905372,2,OP03,36,MONTAJ HATTI 04 · YARI OTOMATİK,MNT,MONTAJ,487,30,TAMAMLANDI,,2025-10-28,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,245-175,Kalıp 245-175,B4,Mat Lak
905373,IE25905373,DIA-068,M00055,YUVARLAK-SIVAMA KUTU Ø068 MAT LAK 3 PARÇA,120.01.0033,Umutlu Kozmetik San. ve Tic. A.Ş.,SIP25004172,RF905373,2,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,373,30,TAMAMLANDI,,2025-07-21,,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B4,Mat Lak
905374,IE25905374,DIA-068,M00055,YUVARLAK-SIVAMA KUTU Ø068 MAT LAK 3 PARÇA,120.01.0033,Umutlu Kozmetik San. ve Tic. A.Ş.,SIP25004172,RF905374,2,OP02,45,DİJİTAL BASKI 01,DJT,DIJITAL,372,30,TAMAMLANDI,,2025-07-03,Kısmi üretim,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B4,Mat Lak
905375,IE25905375,DIA-068,M00055,YUVARLAK-SIVAMA KUTU Ø068 MAT LAK 3 PARÇA,120.01.0033,Umutlu Kozmetik San. ve Tic. A.Ş.,SIP25004172,RF905375,2,OP03,9,PRES 09 · 63 TON SIVAMA,PRS,PRES,377,30,TAMAMLANDI,,2025-07-09,,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B4,Mat Lak
905376,IE25905376,DIA-068,M00055,YUVARLAK-SIVAMA KUTU Ø068 MAT LAK 3 PARÇA,120.01.0033,Umutlu Kozmetik San. ve Tic. A.Ş.,SIP25004172,RF905376,2,OP04,36,MONTAJ HATTI 04 · YARI OTOMATİK,MNT,MONTAJ,376,30,TAMAMLANDI,,2025-07-12,Kısmi üretim,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B4,Mat Lak
905377,IE26905377,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,STK26000915,RF905377,1,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,968,30,TAMAMLANDI,Acil iş,2026-06-21,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
905378,IE26905378,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,STK26000915,RF905378,1,OP02,23,PVC KAPLAMA HATTI 01,PRS,PRES,961,30,TAMAMLANDI,,2026-06-19,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
